11.98,0.60,0.51
11.85,0.60,0.50
11.71,0.60,0.49
11.58,0.60,0.48
11.41,0.60,0.47
11.29,0.60,0.47
11.14,0.60,0.46
11.01,0.60,0.45
10.87,0.60,0.44
10.74,0.60,0.43
10.62,0.60,0.43
10.47,0.60,0.42
10.35,0.60,0.41
10.21,0.60,0.40
10.10,0.60,0.40
9.96,0.60,0.39
9.86,0.60,0.38
9.74,0.60,0.37
9.63,0.60,0.37
9.51,0.60,0.36
9.39,0.60,0.35
9.27,0.60,0.35
9.15,0.60,0.34
9.03,0.60,0.33
8.91,0.60,0.33
8.80,0.60,0.32
8.68,0.60,0.31
8.56,0.60,0.31
8.44,0.60,0.30
8.32,0.60,0.29
8.20,0.60,0.29
8.09,0.60,0.28
7.97,0.60,0.27
7.85,0.60,0.26
7.73,0.60,0.26
7.61,0.60,0.25
7.50,0.60,0.24
7.38,0.60,0.24
7.26,0.60,0.23
7.13,0.60,0.22
7.01,0.60,0.22
6.89,0.60,0.21
6.78,0.60,0.20
6.65,0.60,0.20
6.54,0.60,0.19
6.42,0.60,0.18
6.31,0.60,0.17
6.19,0.60,0.17
6.07,0.60,0.16
5.95,0.60,0.15
5.83,0.60,0.14
5.71,0.60,0.14
5.59,0.60,0.13
5.47,0.60,0.12
5.35,0.60,0.12
5.23,0.60,0.11
5.11,0.60,0.10
4.99,0.60,0.10
4.87,0.60,0.09
4.75,0.60,0.08
4.63,0.60,0.07
4.52,0.60,0.07
4.40,0.60,0.06
4.28,0.60,0.05
4.16,0.60,0.05
4.04,0.60,0.04
3.92,0.60,0.03
3.80,0.60,0.03
3.67,0.60,0.02
3.56,0.60,0.01
3.42,0.60,0.00
12.00,0.65,0.57
11.88,0.65,0.56
11.75,0.65,0.56
11.58,0.65,0.55
11.46,0.65,0.54
11.26,0.65,0.53
11.06,0.65,0.52
10.87,0.65,0.50
10.64,0.65,0.49
10.42,0.65,0.47
10.23,0.65,0.46
10.06,0.65,0.45
9.83,0.65,0.43
9.66,0.65,0.42
9.52,0.65,0.41
9.37,0.65,0.40
9.27,0.65,0.40
9.16,0.65,0.39
9.04,0.65,0.38
8.93,0.65,0.37
8.81,0.65,0.37
8.69,0.65,0.36
8.58,0.65,0.35
8.46,0.65,0.34
8.35,0.65,0.34
8.24,0.65,0.33
8.12,0.65,0.32
8.01,0.65,0.31
7.89,0.65,0.31
7.77,0.65,0.30
7.65,0.65,0.29
7.53,0.65,0.28
7.42,0.65,0.28
7.30,0.65,0.27
7.19,0.65,0.26
7.07,0.65,0.25
6.95,0.65,0.25
6.84,0.65,0.24
6.72,0.65,0.23
6.61,0.65,0.22
6.49,0.65,0.22
6.37,0.65,0.21
6.25,0.65,0.20
6.14,0.65,0.20
6.02,0.65,0.19
5.91,0.65,0.18
5.79,0.65,0.17
5.67,0.65,0.16
5.56,0.65,0.16
5.44,0.65,0.15
5.33,0.65,0.14
5.21,0.65,0.13
5.10,0.65,0.13
4.98,0.65,0.12
4.86,0.65,0.11
4.74,0.65,0.10
4.62,0.65,0.10
4.51,0.65,0.09
4.39,0.65,0.08
4.28,0.65,0.07
4.16,0.65,0.07
4.04,0.65,0.06
3.92,0.65,0.05
3.81,0.65,0.04
3.69,0.65,0.04
3.57,0.65,0.03
3.45,0.65,0.02
3.34,0.65,0.01
3.22,0.65,0.01
11.26,0.70,0.58
11.37,0.70,0.59
11.47,0.70,0.60
11.59,0.70,0.61
11.69,0.70,0.61
11.15,0.70,0.57
11.03,0.70,0.57
10.92,0.70,0.56
10.81,0.70,0.55
10.70,0.70,0.54
10.58,0.70,0.53
10.46,0.70,0.53
10.35,0.70,0.52
10.24,0.70,0.51
10.12,0.70,0.50
10.01,0.70,0.49
9.89,0.70,0.48
9.77,0.70,0.48
9.66,0.70,0.47
9.54,0.70,0.46
9.44,0.70,0.45
9.33,0.70,0.45
9.22,0.70,0.44
9.11,0.70,0.43
8.99,0.70,0.42
8.88,0.70,0.41
8.76,0.70,0.41
8.64,0.70,0.40
8.53,0.70,0.39
8.42,0.70,0.38
8.31,0.70,0.37
8.20,0.70,0.37
